<<<<<<< current
caseid,age,school,y,xa,xb,xc,za,zb
465.0,29.0,0.0,19.670468599679378,1.0,11.0,-1.9743895565774867,1.0,-0.9066343361003967
466.0,26.0,1.0,14.160595559683978,1.0,4.0,-0.3089324911951635,1.0,-1.6032357161404562
466.0,27.0,1.0,17.424647233312964,1.0,5.0,-0.3089324911951635,1.0,-1.6032357161404562
466.0,28.0,1.0,20.53016233804189,1.0,6.0,-0.3089324911951635,1.0,-1.6032357161404562
466.0,29.0,1.0,23.759340810146053,1.0,7.0,-0.3089324911951635,1.0,-1.6032357161404562
467.0,26.0,0.0,15.77638073056796,1.0,8.0,-1.7752460813033188,1.0,-0.42387921579608845
467.0,27.0,0.0,16.992235225090006,1.0,9.0,-1.7752460813033188,1.0,-0.42387921579608845
467.0,28.0,0.0,17.708458502103127,1.0,10.0,-1.7752460813033188,1.0,-0.42387921579608845
467.0,29.0,0.0,20.459176839107183,1.0,11.0,-1.7752460813033188,1.0,-0.42387921579608845
468.0,26.0,1.0,14.88504133705658,1.0,4.0,0.5744758931561402,1.0,0.3262255634899285
468.0,27.0,1.0,17.483109133644415,1.0,5.0,0.5744758931561402,1.0,0.3262255634899285
468.0,28.0,1.0,21.605677501664083,1.0,6.0,0.5744758931561402,1.0,0.3262255634899285
468.0,29.0,1.0,23.594524439318207,1.0,7.0,0.5744758931561402,1.0,0.3262255634899285
469.0,26.0,0.0,15.58235757067005,1.0,8.0,-0.7115567623999586,1.0,0.13594651073926767
469.0,27.0,0.0,16.722627344533414,1.0,9.0,-0.7115567623999586,1.0,0.13594651073926767
469.0,28.0,0.0,18.167179873706626,1.0,10.0,-0.7115567623999586,1.0,0.13594651073926767
469.0,29.0,0.0,20.938088423535675,1.0,11.0,-0.7115567623999586,1.0,0.13594651073926767
470.0,26.0,0.0,16.065413827884942,1.0,8.0,-0.4724932106523234,1.0,0.1725895526341329
470.0,27.0,0.0,16.84179565191212,1.0,9.0,-0.4724932106523234,1.0,0.1725895526341329
470.0,28.0,0.0,17.935501833178115,1.0,10.0,-0.4724932106523234,1.0,0.1725895526341329
470.0,29.0,0.0,20.374843845566033,1.0,11.0,-0.4724932106523234,1.0,0.1725895526341329
471.0,26.0,1.0,16.073756017282403,1.0,4.0,1.7469679754921703,1.0,0.2133081524675809
471.0,27.0,1.0,20.52205074916267,1.0,5.0,1.7469679754921703,1.0,0.2133081524675809
471.0,28.0,1.0,23.407767310683962,1.0,6.0,1.7469679754921703,1.0,0.2133081524675809
471.0,29.0,1.0,25.752986699388323,1.0,7.0,1.7469679754921703,1.0,0.2133081524675809
472.0,26.0,1.0,14.952473686617719,1.0,4.0,1.851053964146351,1.0,-1.3045473995283223
472.0,27.0,1.0,20.575079112506852,1.0,5.0,1.851053964146351,1.0,-1.3045473995283223
472.0,28.0,1.0,21.49151058520137,1.0,6.0,1.851053964146351,1.0,-1.3045473995283223
472.0,29.0,1.0,25.056205512197877,1.0,7.0,1.851053964146351,1.0,-1.3045473995283223
473.0,26.0,0.0,15.889666353025888,1.0,8.0,-0.3415035339356463,1.0,0.32698407805282986
473.0,27.0,0.0,17.06398506752839,1.0,9.0,-0.3415035339356463,1.0,0.32698407805282986
473.0,28.0,0.0,19.448344436454967,1.0,10.0,-0.3415035339356463,1.0,0.32698407805282986
473.0,29.0,0.0,20.61793517354782,1.0,11.0,-0.3415035339356463,1.0,0.32698407805282986
474.0,26.0,0.0,16.656857701357822,1.0,8.0,-0.9312973075959415,1.0,-0.26124196774147135
474.0,27.0,0.0,17.725859984912134,1.0,9.0,-0.9312973075959415,1.0,-0.26124196774147135
474.0,28.0,0.0,18.178917777565765,1.0,10.0,-0.9312973075959415,1.0,-0.26124196774147135
474.0,29.0,0.0,20.648949021366363,1.0,11.0,-0.9312973075959415,1.0,-0.26124196774147135
475.0,26.0,0.0,15.11182767819611,1.0,8.0,-0.9914102800087643,1.0,0.7568115187743499
475.0,27.0,0.0,17.38027729673445,1.0,9.0,-0.9914102800087643,1.0,0.7568115187743499
475.0,28.0,0.0,18.355284092258266,1.0,10.0,-0.9914102800087643,1.0,0.7568115187743499
475.0,29.0,0.0,20.147964862561967,1.0,11.0,-0.9914102800087643,1.0,0.7568115187743499
476.0,26.0,0.0,16.678389740430887,1.0,8.0,-0.12757295919243172,1.0,0.978077277291845
476.0,27.0,0.0,17.0396228481387,1.0,9.0,-0.12757295919243172,1.0,0.978077277291845
476.0,28.0,0.0,19.161582317758047,1.0,10.0,-0.12757295919243172,1.0,0.978077277291845
476.0,29.0,0.0,22.112150378137347,1.0,11.0,-0.12757295919243172,1.0,0.978077277291845
477.0,26.0,1.0,14.78064088165141,1.0,4.0,1.5047936115060077,1.0,0.2643664265984423
477.0,27.0,1.0,18.237251058368173,1.0,5.0,1.5047936115060077,1.0,0.2643664265984423
477.0,28.0,1.0,20.772440618963714,1.0,6.0,1.5047936115060077,1.0,0.2643664265984423
477.0,29.0,1.0,25.682734762619233,1.0,7.0,1.5047936115060077,1.0,0.2643664265984423
478.0,26.0,0.0,16.699619954422378,1.0,8.0,0.2855534678252236,1.0,2.3061272892989364
478.0,27.0,0.0,17.368927432365346,1.0,9.0,0.2855534678252236,1.0,2.3061272892989364
478.0,28.0,0.0,19.721119459663065,1.0,10.0,0.2855534678252236,1.0,2.3061272892989364
478.0,29.0,0.0,21.23729591684558,1.0,11.0,0.2855534678252236,1.0,2.3061272892989364
479.0,26.0,0.0,16.53757503963841,1.0,8.0,0.6038863048782966,1.0,2.534962323612635
479.0,27.0,0.0,18.4503569210139,1.0,9.0,0.6038863048782966,1.0,2.534962323612635
479.0,28.0,0.0,19.40741026388393,1.0,10.0,0.6038863048782966,1.0,2.534962323612635
479.0,29.0,0.0,22.221453116475328,1.0,11.0,0.6038863048782966,1.0,2.534962323612635
480.0,26.0,1.0,15.737297052894375,1.0,4.0,0.8349476023451738,1.0,-1.3928867581113689
480.0,27.0,1.0,18.59566759618902,1.0,5.0,0.8349476023451738,1.0,-1.3928867581113689
480.0,28.0,1.0,21.293319633927155,1.0,6.0,0.8349476023451738,1.0,-1.3928867581113689
480.0,29.0,1.0,25.24039840555674,1.0,7.0,0.8349476023451738,1.0,-1.3928867581113689
481.0,26.0,1.0,13.536390949485815,1.0,4.0,-0.48091193295351864,1.0,-0.5021638857326453
481.0,27.0,1.0,17.249566127202982,1.0,5.0,-0.48091193295351864,1.0,-0.5021638857326453
481.0,28.0,1.0,19.385148953975985,1.0,6.0,-0.48091193295351864,1.0,-0.5021638857326453
481.0,29.0,1.0,22.880295724533905,1.0,7.0,-0.48091193295351864,1.0,-0.5021638857326453
482.0,26.0,0.0,16.06628136196678,1.0,8.0,0.8660968690205999,1.0,1.4708614975779062
482.0,27.0,0.0,17.461945576035635,1.0,9.0,0.8660968690205999,1.0,1.4708614975779062
482.0,28.0,0.0,18.951767806442533,1.0,10.0,0.8660968690205999,1.0,1.4708614975779062
482.0,29.0,0.0,20.23385436700573,1.0,11.0,0.8660968690205999,1.0,1.4708614975779062
483.0,26.0,1.0,13.779334462664231,1.0,4.0,1.1451078322356318,1.0,-0.4350458869879214
483.0,27.0,1.0,17.3368250808003,1.0,5.0,1.1451078322356318,1.0,-0.4350458869879214
483.0,28.0,1.0,20.847273462345864,1.0,6.0,1.1451078322356318,1.0,-0.4350458869879214
483.0,29.0,1.0,24.87840410062793,1.0,7.0,1.1451078322356318,1.0,-0.4350458869879214
484.0,26.0,0.0,14.405697794999929,1.0,8.0,-0.8122414273635299,1.0,-0.5234697744516023
484.0,27.0,0.0,16.50897414886652,1.0,9.0,-0.8122414273635299,1.0,-0.5234697744516023
484.0,28.0,0.0,18.359203215916327,1.0,10.0,-0.8122414273635299,1.0,-0.5234697744516023
484.0,29.0,0.0,19.95192980594352,1.0,11.0,-0.8122414273635299,1.0,-0.5234697744516023
485.0,26.0,0.0,14.99251759663023,1.0,8.0,-1.8674169688077351,1.0,0.5524419288817104
485.0,27.0,0.0,16.41703488179549,1.0,9.0,-1.8674169688077351,1.0,0.5524419288817104
485.0,28.0,0.0,17.701399582706664,1.0,10.0,-1.8674169688077351,1.0,0.5524419288817104
485.0,29.0,0.0,19.138324236405087,1.0,11.0,-1.8674169688077351,1.0,0.5524419288817104
486.0,26.0,0.0,15.299436172164341,1.0,8.0,0.4705925546086008,1.0,0.4408894756851518
486.0,27.0,0.0,17.252758558540645,1.0,9.0,0.4705925546086008,1.0,0.4408894756851518
486.0,28.0,0.0,18.977394298390095,1.0,10.0,0.4705925546086008,1.0,0.4408894756851518
486.0,29.0,0.0,21.24141015955672,1.0,11.0,0.4705925546086008,1.0,0.4408894756851518
487.0,26.0,0.0,17.499412142290463,1.0,8.0,1.5856402618656529,1.0,1.0515509430331385
487.0,27.0,0.0,18.415478719953533,1.0,9.0,1.5856402618656529,1.0,1.0515509430331385
487.0,28.0,0.0,21.407185300637817,1.0,10.0,1.5856402618656529,1.0,1.0515509430331385
487.0,29.0,0.0,21.99833010231586,1.0,11.0,1.5856402618656529,1.0,1.0515509430331385
488.0,26.0,0.0,14.066505007763809,1.0,8.0,-2.5467787896793124,1.0,0.04907038768738433
488.0,27.0,0.0,15.991385276185358,1.0,9.0,-2.5467787896793124,1.0,0.04907038768738433
488.0,28.0,0.0,17.80927644085449,1.0,10.0,-2.5467787896793124,1.0,0.04907038768738433
488.0,29.0,0.0,17.997431206072694,1.0,11.0,-2.5467787896793124,1.0,0.04907038768738433
489.0,26.0,0.0,14.032484994509996,1.0,8.0,-0.34986379665210193,1.0,-0.44404003068084164
489.0,27.0,0.0,17.03727412663295,1.0,9.0,-0.34986379665210193,1.0,-0.44404003068084164
489.0,28.0,0.0,18.241177984477922,1.0,10.0,-0.34986379665210193,1.0,-0.44404003068084164
489.0,29.0,0.0,19.784766102921086,1.0,11.0,-0.34986379665210193,1.0,-0.44404003068084164
490.0,26.0,1.0,15.06384044109664,1.0,4.0,0.36777018716501303,1.0,-1.3899982017175616
490.0,27.0,1.0,18.60105214997593,1.0,5.0,0.36777018716501303,1.0,-1.3899982017175616
490.0,28.0,1.0,21.385549642969277,1.0,6.0,0.36777018716501303,1.0,-1.3899982017175616
490.0,29.0,1.0,23.83031621663838,1.0,7.0,0.36777018716501303,1.0,-1.3899982017175616
491.0,26.0,0.0,15.19517051834774,1.0,8.0,-0.0915729537463377,1.0,0.33729727015164734
491.0,27.0,0.0,17.290669398077938,1.0,9.0,-0.0915729537463377,1.0,0.33729727015164734
491.0,28.0,0.0,18.380333657912146,1.0,10.0,-0.0915729537463377,1.0,0.33729727015164734
491.0,29.0,0.0,20.021397946896762,1.0,11.0,-0.0915729537463377,1.0,0.33729727015164734
492.0,26.0,0.0,17.013842475040764,1.0,8.0,-0.7166273601940492,1.0,0.5495561886192216
492.0,27.0,0.0,17.937854968816236,1.0,9.0,-0.7166273601940492,1.0,0.5495561886192216
492.0,28.0,0.0,19.95439285403223,1.0,10.0,-0.7166273601940492,1.0,0.5495561886192216
492.0,29.0,0.0,21.12518052907302,1.0,11.0,-0.7166273601940492,1.0,0.5495561886192216
493.0,26.0,1.0,16.218120872539206,1.0,4.0,1.5898132736560195,1.0,-1.081670965179393
493.0,27.0,1.0,17.68610811967779,1.0,5.0,1.5898132736560195,1.0,-1.081670965179393
493.0,28.0,1.0,23.126947639192302,1.0,6.0,1.5898132736560195,1.0,-1.081670965179393
493.0,29.0,1.0,26.518713781934537,1.0,7.0,1.5898132736560195,1.0,-1.081670965179393
494.0,26.0,0.0,17.208624439809725,1.0,8.0,0.24557624833467098,1.0,0.2647440637993537
494.0,27.0,0.0,18.28928809335825,1.0,9.0,0.24557624833467098,1.0,0.2647440637993537
494.0,28.0,0.0,19.743038796530026,1.0,10.0,0.24557624833467098,1.0,0.2647440637993537
494.0,29.0,0.0,20.948605052660895,1.0,11.0,0.24557624833467098,1.0,0.2647440637993537
495.0,26.0,1.0,13.833166643075861,1.0,4.0,0.02705053399469917,1.0,-0.3042553687118341
495.0,27.0,1.0,18.377498930763714,1.0,5.0,0.02705053399469917,1.0,-0.3042553687118341
495.0,28.0,1.0,20.667220294135348,1.0,6.0,0.02705053399469917,1.0,-0.3042553687118341
495.0,29.0,1.0,23.770413553596295,1.0,7.0,0.02705053399469917,1.0,-0.3042553687118341
496.0,26.0,0.0,15.39538972701575,1.0,8.0,-0.3609521951768018,1.0,0.3524841422375118
496.0,27.0,0.0,15.951435018184359,1.0,9.0,-0.3609521951768018,1.0,0.3524841422375118
496.0,28.0,0.0,17.966369575924052,1.0,10.0,-0.3609521951768018,1.0,0.3524841422375118
496.0,29.0,0.0,18.962525274586078,1.0,11.0,-0.3609521951768018,1.0,0.3524841422375118
497.0,26.0,1.0,14.727746768124192,1.0,4.0,0.8651017921526815,1.0,-1.0695188827644884
497.0,27.0,1.0,16.651134659906372,1.0,5.0,0.8651017921526815,1.0,-1.0695188827644884
497.0,28.0,1.0,21.89793887617676,1.0,6.0,0.8651017921526815,1.0,-1.0695188827644884
497.0,29.0,1.0,24.58595115392603,1.0,7.0,0.8651017921526815,1.0,-1.0695188827644884
498.0,26.0,0.0,15.258234254559515,1.0,8.0,-2.174866363686163,1.0,0.33647047543036424
498.0,27.0,0.0,16.934980471822104,1.0,9.0,-2.174866363686163,1.0,0.33647047543036424
498.0,28.0,0.0,17.856771123789297,1.0,10.0,-2.174866363686163,1.0,0.33647047543036424
498.0,29.0,0.0,20.650666472884467,1.0,11.0,-2.174866363686163,1.0,0.33647047543036424
499.0,26.0,0.0,15.630869104519268,1.0,8.0,-0.6982789002237135,1.0,1.7903105534644168
499.0,27.0,0.0,15.70099531660199,1.0,9.0,-0.6982789002237135,1.0,1.7903105534644168
499.0,28.0,0.0,18.478758989974835,1.0,10.0,-0.6982789002237135,1.0,1.7903105534644168
499.0,29.0,0.0,18.74327438228194,1.0,11.0,-0.6982789002237135,1.0,1.7903105534644168
500.0,26.0,0.0,15.112074905217042,1.0,8.0,-0.6679204421090669,1.0,-0.26871852568456384
500.0,27.0,0.0,17.009186244758514,1.0,9.0,-0.6679204421090669,1.0,-0.26871852568456384
500.0,28.0,0.0,17.799753350189352,1.0,10.0,-0.6679204421090669,1.0,-0.26871852568456384
500.0,29.0,0.0,18.918249303644927,1.0,11.0,-0.6679204421090669,1.0,-0.26871852568456384
501.0,26.0,1.0,13.83012273959855,1.0,4.0,-0.174241324849627,1.0,-1.32621974845152
501.0,27.0,1.0,17.48366023286281,1.0,5.0,-0.174241324849627,1.0,-1.32621974845152
501.0,28.0,1.0,20.089006890468717,1.0,6.0,-0.174241324849627,1.0,-1.32621974845152
501.0,29.0,1.0,22.650261732907094,1.0,7.0,-0.174241324849627,1.0,-1.32621974845152
502.0,26.0,0.0,15.164283152268862,1.0,8.0,-1.0348549072401338,1.0,-1.1886106826944594
502.0,27.0,0.0,18.587839352781618,1.0,9.0,-1.0348549072401338,1.0,-1.1886106826944594
502.0,28.0,0.0,19.555626674563424,1.0,10.0,-1.0348549072401338,1.0,-1.1886106826944594
502.0,29.0,0.0,20.737329401988838,1.0,11.0,-1.0348549072401338,1.0,-1.1886106826944594
503.0,26.0,1.0,12.440379286603223,1.0,4.0,-0.41168589155074486,1.0,-0.6485167546847406
503.0,27.0,1.0,17.264150021666268,1.0,5.0,-0.41168589155074486,1.0,-0.6485167546847406
503.0,28.0,1.0,19.48534133904273,1.0,6.0,-0.41168589155074486,1.0,-0.6485167546847406
503.0,29.0,1.0,23.071745115090614,1.0,7.0,-0.41168589155074486,1.0,-0.6485167546847406
504.0,26.0,0.0,16.68111466292224,1.0,8.0,0.6577993050216092,1.0,0.14851409166023008
504.0,27.0,0.0,17.66306229504078,1.0,9.0,0.6577993050216092,1.0,0.14851409166023008
504.0,28.0,0.0,19.5012814387381,1.0,10.0,0.6577993050216092,1.0,0.14851409166023008
504.0,29.0,0.0,21.01600941448316,1.0,11.0,0.6577993050216092,1.0,0.14851409166023008
505.0,26.0,0.0,15.53470503458866,1.0,8.0,-0.5454517977847279,1.0,0.8951236626219846
505.0,27.0,0.0,15.784254153146946,1.0,9.0,-0.5454517977847279,1.0,0.8951236626219846
505.0,28.0,0.0,18.538165221731337,1.0,10.0,-0.5454517977847279,1.0,0.8951236626219846
505.0,29.0,0.0,20.068826755889123,1.0,11.0,-0.5454517977847279,1.0,0.8951236626219846
506.0,26.0,0.0,15.483353713020573,1.0,8.0,0.8277250312314848,1.0,0.22988380140071493
506.0,27.0,0.0,17.84859298006023,1.0,9.0,0.8277250312314848,1.0,0.22988380140071493
506.0,28.0,0.0,19.011837759487413,1.0,10.0,0.8277250312314848,1.0,0.22988380140071493
506.0,29.0,0.0,20.902256841869406,1.0,11.0,0.8277250312314848,1.0,0.22988380140071493
507.0,26.0,1.0,14.242260025417849,1.0,4.0,-1.0732302310297421,1.0,-0.9918581781227768
507.0,27.0,1.0,17.09378111446832,1.0,5.0,-1.0732302310297421,1.0,-0.9918581781227768
507.0,28.0,1.0,19.618732668229246,1.0,6.0,-1.0732302310297421,1.0,-0.9918581781227768
507.0,29.0,1.0,22.748961523925875,1.0,7.0,-1.0732302310297421,1.0,-0.9918581781227768
508.0,26.0,0.0,15.156724797422143,1.0,8.0,-1.0643543880516448,1.0,-0.12847697374185182
508.0,27.0,0.0,16.15613332936469,1.0,9.0,-1.0643543880516448,1.0,-0.12847697374185182
508.0,28.0,0.0,18.356110653943148,1.0,10.0,-1.0643543880516448,1.0,-0.12847697374185182
508.0,29.0,0.0,18.96707523607717,1.0,11.0,-1.0643543880516448,1.0,-0.12847697374185182
509.0,26.0,0.0,14.472148150323775,1.0,8.0,0.14958954206831956,1.0,0.06569783589129324
509.0,27.0,0.0,16.34491272901543,1.0,9.0,0.14958954206831956,1.0,0.06569783589129324
509.0,28.0,0.0,18.081157379531902,1.0,10.0,0.14958954206831956,1.0,0.06569783589129324
509.0,29.0,0.0,20.16401661484698,1.0,11.0,0.14958954206831956,1.0,0.06569783589129324
510.0,26.0,1.0,15.880787103488611,1.0,4.0,1.5136882509074892,1.0,-1.2730362361560634
510.0,27.0,1.0,18.593121823081017,1.0,5.0,1.5136882509074892,1.0,-1.2730362361560634
510.0,28.0,1.0,21.008379585396938,1.0,6.0,1.5136882509074892,1.0,-1.2730362361560634
510.0,29.0,1.0,25.615003734447388,1.0,7.0,1.5136882509074892,1.0,-1.2730362361560634
511.0,26.0,0.0,15.76192421697526,1.0,8.0,-0.5109546241427126,1.0,-0.23800996979997463
511.0,27.0,0.0,16.62367703082285,1.0,9.0,-0.5109546241427126,1.0,-0.23800996979997463
511.0,28.0,0.0,19.23324484005697,1.0,10.0,-0.5109546241427126,1.0,-0.23800996979997463
511.0,29.0,0.0,21.11538761331569,1.0,11.0,-0.5109546241427126,1.0,-0.23800996979997463
512.0,26.0,0.0,15.676736155799302,1.0,8.0,-0.39835584694455134,1.0,-0.08417996207903376
512.0,27.0,0.0,17.41825290970495,1.0,9.0,-0.39835584694455134,1.0,-0.08417996207903376
512.0,28.0,0.0,18.744905882025012,1.0,10.0,-0.39835584694455134,1.0,-0.08417996207903376
512.0,29.0,0.0,20.10619650324243,1.0,11.0,-0.39835584694455134,1.0,-0.08417996207903376
513.0,26.0,1.0,14.373214401210484,1.0,4.0,0.5499940182169692,1.0,-0.74340474187809
513.0,27.0,1.0,19.406128496388387,1.0,5.0,0.5499940182169692,1.0,-0.74340474187809
513.0,28.0,1.0,20.958697417719748,1.0,6.0,0.5499940182169692,1.0,-0.74340474187809
513.0,29.0,1.0,24.83649327582426,1.0,7.0,0.5499940182169692,1.0,-0.74340474187809
514.0,26.0,0.0,15.399113391803953,1.0,8.0,-0.6377129865168971,1.0,1.400172772135648
514.0,27.0,0.0,17.41761055203187,1.0,9.0,-0.6377129865168971,1.0,1.400172772135648
514.0,28.0,0.0,19.0019808162996,1.0,10.0,-0.6377129865168971,1.0,1.400172772135648
514.0,29.0,0.0,20.059972535697295,1.0,11.0,-0.6377129865168971,1.0,1.400172772135648
515.0,26.0,0.0,15.825365038058235,1.0,8.0,-0.3518833520170936,1.0,-0.6848189326012225
515.0,27.0,0.0,17.318331951226774,1.0,9.0,-0.3518833520170936,1.0,-0.6848189326012225
515.0,28.0,0.0,19.105694080602998,1.0,10.0,-0.3518833520170936,1.0,-0.6848189326012225
515.0,29.0,0.0,19.70565877299096,1.0,11.0,-0.3518833520170936,1.0,-0.6848189326012225
516.0,26.0,0.0,15.085542446623618,1.0,8.0,-1.4945378347980713,1.0,0.5126778099820976
516.0,27.0,0.0,17.054425356269522,1.0,9.0,-1.4945378347980713,1.0,0.5126778099820976
516.0,28.0,0.0,18.0274623081745,1.0,10.0,-1.4945378347980713,1.0,0.5126778099820976
516.0,29.0,0.0,19.70812197841783,1.0,11.0,-1.4945378347980713,1.0,0.5126778099820976
517.0,26.0,1.0,13.144893269087776,1.0,4.0,-0.049628625720050064,1.0,-0.9017272274130271
517.0,27.0,1.0,17.633698622860354,1.0,5.0,-0.049628625720050064,1.0,-0.9017272274130271
517.0,28.0,1.0,19.54112485586076,1.0,6.0,-0.049628625720050064,1.0,-0.9017272274130271
517.0,29.0,1.0,22.832757272850134,1.0,7.0,-0.049628625720050064,1.0,-0.9017272274130271
518.0,26.0,1.0,13.311872774058111,1.0,4.0,-0.36527606219316916,1.0,-0.534264037143649
518.0,27.0,1.0,16.833066680005242,1.0,5.0,-0.36527606219316916,1.0,-0.534264037143649
518.0,28.0,1.0,19.812029591388043,1.0,6.0,-0.36527606219316916,1.0,-0.534264037143649
518.0,29.0,1.0,21.34472983556892,1.0,7.0,-0.36527606219316916,1.0,-0.534264037143649
519.0,26.0,0.0,15.415944420173691,1.0,8.0,0.16716108141203723,1.0,0.46559130460983644
519.0,27.0,0.0,18.460082068041903,1.0,9.0,0.16716108141203723,1.0,0.46559130460983644
519.0,28.0,0.0,19.873982774665144,1.0,10.0,0.16716108141203723,1.0,0.46559130460983644
519.0,29.0,0.0,21.1805050296116,1.0,11.0,0.16716108141203723,1.0,0.46559130460983644
520.0,26.0,1.0,15.67295953895072,1.0,4.0,0.30334914564238574,1.0,-0.898230351502587
520.0,27.0,1.0,17.40326844297175,1.0,5.0,0.30334914564238574,1.0,-0.898230351502587
520.0,28.0,1.0,20.38787240204567,1.0,6.0,0.30334914564238574,1.0,-0.898230351502587
520.0,29.0,1.0,23.506747783744068,1.0,7.0,0.30334914564238574,1.0,-0.898230351502587
521.0,26.0,0.0,14.038489448059503,1.0,8.0,-2.010535148907661,1.0,-0.4189581664965251
521.0,27.0,0.0,16.833280167164165,1.0,9.0,-2.010535148907661,1.0,-0.4189581664965251
521.0,28.0,0.0,17.6161016112038,1.0,10.0,-2.010535148907661,1.0,-0.4189581664965251
521.0,29.0,0.0,19.17924481604348,1.0,11.0,-2.010535148907661,1.0,-0.4189581664965251
522.0,26.0,0.0,15.04728360509085,1.0,8.0,-1.207295305229445,1.0,0.7210714031219644
522.0,27.0,0.0,16.13603455907595,1.0,9.0,-1.207295305229445,1.0,0.7210714031219644
522.0,28.0,0.0,17.88541931726942,1.0,10.0,-1.207295305229445,1.0,0.7210714031219644
522.0,29.0,0.0,19.054586310770436,1.0,11.0,-1.207295305229445,1.0,0.7210714031219644
523.0,26.0,0.0,16.210344073792093,1.0,8.0,0.46944954619932955,1.0,2.6631403328648595
523.0,27.0,0.0,17.755831972472443,1.0,9.0,0.46944954619932955,1.0,2.6631403328648595
523.0,28.0,0.0,19.43450882916231,1.0,10.0,0.46944954619932955,1.0,2.6631403328648595
523.0,29.0,0.0,21.766153054220794,1.0,11.0,0.46944954619932955,1.0,2.6631403328648595
524.0,26.0,0.0,16.482561485989486,1.0,8.0,0.6616468726243808,1.0,0.6930949355273769
524.0,27.0,0.0,18.614752756290308,1.0,9.0,0.6616468726243808,1.0,0.6930949355273769
524.0,28.0,0.0,19.55681158219394,1.0,10.0,0.6616468726243808,1.0,0.6930949355273769
524.0,29.0,0.0,21.61389047243733,1.0,11.0,0.6616468726243808,1.0,0.6930949355273769
525.0,26.0,1.0,15.741181393518712,1.0,4.0,0.019335194666565376,1.0,-1.3246984265317656
525.0,27.0,1.0,20.106648709085448,1.0,5.0,0.019335194666565376,1.0,-1.3246984265317656
525.0,28.0,1.0,20.867399590948384,1.0,6.0,0.019335194666565376,1.0,-1.3246984265317656
525.0,29.0,1.0,25.46784364341102,1.0,7.0,0.019335194666565376,1.0,-1.3246984265317656
526.0,26.0,0.0,15.057061508614524,1.0,8.0,-1.702562897591547,1.0,0.5682410503421337
526.0,27.0,0.0,16.20204265528171,1.0,9.0,-1.702562897591547,1.0,0.5682410503421337
526.0,28.0,0.0,18.959094937047276,1.0,10.0,-1.702562897591547,1.0,0.5682410503421337
526.0,29.0,0.0,19.911021762809277,1.0,11.0,-1.702562897591547,1.0,0.5682410503421337
527.0,26.0,1.0,15.743493343076763,1.0,4.0,1.6036040451309903,1.0,-0.6826960624671612
527.0,27.0,1.0,18.712174334610655,1.0,5.0,1.6036040451309903,1.0,-0.6826960624671612
527.0,28.0,1.0,21.60277512302097,1.0,6.0,1.6036040451309903,1.0,-0.6826960624671612
527.0,29.0,1.0,24.892514396638983,1.0,7.0,1.6036040451309903,1.0,-0.6826960624671612
528.0,26.0,0.0,14.39026519410943,1.0,8.0,-0.033552676242610595,1.0,0.0012199047259319198
528.0,27.0,0.0,17.553467653867273,1.0,9.0,-0.033552676242610595,1.0,0.0012199047259319198
528.0,28.0,0.0,19.554762425373404,1.0,10.0,-0.033552676242610595,1.0,0.0012199047259319198
528.0,29.0,0.0,20.033357443620645,1.0,11.0,-0.033552676242610595,1.0,0.0012199047259319198
529.0,26.0,1.0,13.118483568195305,1.0,4.0,-1.2494897261337685,1.0,-1.2328392917057238
529.0,27.0,1.0,16.39673876593789,1.0,5.0,-1.2494897261337685,1.0,-1.2328392917057238
529.0,28.0,1.0,20.78922914029529,1.0,6.0,-1.2494897261337685,1.0,-1.2328392917057238
529.0,29.0,1.0,23.825234101159367,1.0,7.0,-1.2494897261337685,1.0,-1.2328392917057238
530.0,26.0,0.0,15.670464878671755,1.0,8.0,-0.6650605058159227,1.0,0.038212972583633556
530.0,27.0,0.0,16.9322165187188,1.0,9.0,-0.6650605058159227,1.0,0.038212972583633556
530.0,28.0,0.0,19.21790115006537,1.0,10.0,-0.6650605058159227,1.0,0.038212972583633556
530.0,29.0,0.0,20.93042404744808,1.0,11.0,-0.6650605058159227,1.0,0.038212972583633556
531.0,26.0,1.0,14.004237173957444,1.0,4.0,1.0110424755824212,1.0,-0.19207466297260994
531.0,27.0,1.0,15.880256079945983,1.0,5.0,1.0110424755824212,1.0,-0.19207466297260994
531.0,28.0,1.0,21.90978027627362,1.0,6.0,1.0110424755824212,1.0,-0.19207466297260994
531.0,29.0,1.0,23.77411228526758,1.0,7.0,1.0110424755824212,1.0,-0.19207466297260994
532.0,26.0,0.0,15.198595650438651,1.0,8.0,-0.8539976530482702,1.0,0.16824255816590047
532.0,27.0,0.0,17.951612767507758,1.0,9.0,-0.8539976530482702,1.0,0.16824255816590047
532.0,28.0,0.0,17.738253325551653,1.0,10.0,-0.8539976530482702,1.0,0.16824255816590047
532.0,29.0,0.0,20.53066538021689,1.0,11.0,-0.8539976530482702,1.0,0.16824255816590047
533.0,26.0,1.0,15.486845179325838,1.0,4.0,-0.07010020035277029,1.0,-1.1965024074253465
533.0,27.0,1.0,18.154099890048105,1.0,5.0,-0.07010020035277029,1.0,-1.1965024074253465
533.0,28.0,1.0,21.096249979307867,1.0,6.0,-0.07010020035277029,1.0,-1.1965024074253465
533.0,29.0,1.0,24.71852632456395,1.0,7.0,-0.07010020035277029,1.0,-1.1965024074253465
534.0,26.0,0.0,15.526842970689067,1.0,8.0,-0.7311336410786834,1.0,0.5138133584697396
