"caseid","xsa","xsb","xsb2","xsbc","xsbc2","xsc","za","zb","school"
2681.0,4.0,22.0,126.0,38.0,366.0,5.771833953234104,1.0,-0.44017874853674827,1.0
2682.0,4.0,22.0,126.0,38.0,366.0,1.7706825777663928,1.0,-1.2108338494097624,1.0
2683.0,4.0,38.0,366.0,22.0,126.0,2.6864017845647177,1.0,0.08090233744439203,0.0
2684.0,4.0,38.0,366.0,22.0,126.0,2.1481509265138703,1.0,1.267376155028797,0.0
2685.0,4.0,38.0,366.0,22.0,126.0,-3.675070537530293,1.0,-0.25789372115294285,0.0
2686.0,4.0,38.0,366.0,22.0,126.0,-1.098833409045578,1.0,0.17095567280018395,0.0
2687.0,4.0,38.0,366.0,22.0,126.0,-0.5728691097474086,1.0,0.09013412218765188,0.0
2688.0,4.0,38.0,366.0,22.0,126.0,-2.8414262194728734,1.0,-0.8702322104073055,0.0
2689.0,4.0,38.0,366.0,22.0,126.0,-3.386055370629678,1.0,1.1065666426501264,0.0
2690.0,4.0,22.0,126.0,38.0,366.0,6.467718258965703,1.0,0.811210721371289,1.0
2691.0,4.0,38.0,366.0,22.0,126.0,-4.907529454270776,1.0,-0.04530375491998608,0.0
2692.0,4.0,38.0,366.0,22.0,126.0,-6.965912736507912,1.0,-0.6033789997904446,0.0
2693.0,4.0,22.0,126.0,38.0,366.0,2.880389982190548,1.0,-1.325436129383025,1.0
2694.0,4.0,38.0,366.0,22.0,126.0,-7.370818435000555,1.0,-0.0704085004294686,0.0
2695.0,4.0,38.0,366.0,22.0,126.0,1.2878222720689418,1.0,-0.4291260900782249,0.0
2696.0,4.0,22.0,126.0,38.0,366.0,-0.6426975009933774,1.0,-0.18855082473856252,1.0
2697.0,4.0,22.0,126.0,38.0,366.0,3.1631845864156976,1.0,-0.1963766466003923,1.0
2698.0,4.0,38.0,366.0,22.0,126.0,2.005607803239589,1.0,-0.08867370896867789,0.0
2699.0,4.0,38.0,366.0,22.0,126.0,-0.4146324025544269,1.0,0.3078994597727038,0.0
2700.0,4.0,38.0,366.0,22.0,126.0,4.930374839711485,1.0,1.478833051438069,0.0
2701.0,4.0,22.0,126.0,38.0,366.0,3.25498570972572,1.0,-0.9136991607148588,1.0
2702.0,4.0,22.0,126.0,38.0,366.0,-0.3598869302790203,1.0,-0.637483248898597,1.0
2703.0,4.0,22.0,126.0,38.0,366.0,-2.146634775735518,1.0,-1.200314213358267,1.0
2704.0,4.0,22.0,126.0,38.0,366.0,4.556237034656159,1.0,-1.905018130850415,1.0
2705.0,4.0,22.0,126.0,38.0,366.0,1.2243008844226972,1.0,-1.1170520415600904,1.0
2706.0,4.0,38.0,366.0,22.0,126.0,1.0298298574023586,1.0,1.1254747433142904,0.0
2707.0,4.0,22.0,126.0,38.0,366.0,-0.29604232596229313,1.0,-0.36051373033275,1.0
2708.0,4.0,22.0,126.0,38.0,366.0,-1.6449485499915804,1.0,-1.7351776429346006,1.0
2709.0,4.0,38.0,366.0,22.0,126.0,-4.643662048740715,1.0,-0.4943534933752507,0.0
2710.0,4.0,38.0,366.0,22.0,126.0,-3.1615579641640768,1.0,0.11099941328283382,0.0
2711.0,4.0,22.0,126.0,38.0,366.0,3.886583873530383,1.0,-1.1520934578813342,1.0
2712.0,4.0,38.0,366.0,22.0,126.0,-0.7049851842189048,1.0,0.500341632923996,0.0
2713.0,4.0,38.0,366.0,22.0,126.0,6.807570689007431,1.0,1.3933064355241411,0.0
2714.0,4.0,22.0,126.0,38.0,366.0,-7.990795000127372,1.0,-1.5202031539036591,1.0
2715.0,4.0,38.0,366.0,22.0,126.0,1.6158057924667888,1.0,1.2302665711872307,0.0
2716.0,4.0,38.0,366.0,22.0,126.0,1.178071028978769,1.0,0.3060344958863825,0.0
2717.0,4.0,22.0,126.0,38.0,366.0,7.3541831281646495,1.0,0.13299281299470198,1.0
2718.0,4.0,22.0,126.0,38.0,366.0,-4.9013281863347595,1.0,-1.2146029850636963,1.0
2719.0,4.0,22.0,126.0,38.0,366.0,1.234592077470164,1.0,-0.5904775348127727,1.0
2720.0,4.0,38.0,366.0,22.0,126.0,0.028096191167104382,1.0,0.043951964538608085,0.0
2721.0,4.0,38.0,366.0,22.0,126.0,-4.139509050140339,1.0,1.655096931236475,0.0
2722.0,4.0,22.0,126.0,38.0,366.0,7.810723967611875,1.0,-0.12082721355809756,1.0
2723.0,4.0,38.0,366.0,22.0,126.0,-5.102826014238447,1.0,-0.7551183001052539,0.0
2724.0,4.0,22.0,126.0,38.0,366.0,2.737184780404737,1.0,-1.859588962125897,1.0
2725.0,4.0,22.0,126.0,38.0,366.0,0.427823374236002,1.0,-1.8653417581423843,1.0
2726.0,4.0,22.0,126.0,38.0,366.0,6.718545148830657,1.0,0.5835515235578597,1.0
2727.0,4.0,38.0,366.0,22.0,126.0,2.330352546783622,1.0,-0.30304753447245214,0.0
2728.0,4.0,38.0,366.0,22.0,126.0,-6.473056204109504,1.0,0.2890810097882084,0.0
2729.0,4.0,38.0,366.0,22.0,126.0,-2.2096734700082803,1.0,0.6857743992688659,0.0
2730.0,4.0,22.0,126.0,38.0,366.0,-7.0696253660976485,1.0,-1.4149464255614248,1.0
2731.0,4.0,38.0,366.0,22.0,126.0,2.5622735318445455,1.0,0.28080171228801143,0.0
2732.0,4.0,38.0,366.0,22.0,126.0,-2.5894164617372057,1.0,-0.3157229020052193,0.0
2733.0,4.0,38.0,366.0,22.0,126.0,1.3943088739358283,1.0,0.98753477526889,0.0
2734.0,4.0,38.0,366.0,22.0,126.0,-1.7913273569255705,1.0,-0.7377040642641827,0.0
2735.0,4.0,22.0,126.0,38.0,366.0,1.108464648284115,1.0,-0.7730293011131175,1.0
2736.0,4.0,38.0,366.0,22.0,126.0,-1.8046363857042014,1.0,1.1117828241714247,0.0
2737.0,4.0,38.0,366.0,22.0,126.0,5.3489792281395,1.0,1.0921045538779264,0.0
2738.0,4.0,38.0,366.0,22.0,126.0,-4.91833589716861,1.0,-0.054813198944592086,0.0
2739.0,4.0,38.0,366.0,22.0,126.0,-3.49589970016621,1.0,1.3415972429248995,0.0
2740.0,4.0,38.0,366.0,22.0,126.0,-9.276223404150405,1.0,0.7682617670880664,0.0
2741.0,4.0,22.0,126.0,38.0,366.0,-3.9779348152110066,1.0,-2.7417483557508406,1.0
2742.0,4.0,38.0,366.0,22.0,126.0,-0.9860903629504678,1.0,1.0584934262056498,0.0
2743.0,4.0,22.0,126.0,38.0,366.0,6.503304029650693,1.0,-0.8336908248312282,1.0
2744.0,4.0,38.0,366.0,22.0,126.0,0.08633332487361625,1.0,0.46933357907323,0.0
2745.0,4.0,38.0,366.0,22.0,126.0,-3.317750021342725,1.0,-0.014254777437735802,0.0
2746.0,4.0,22.0,126.0,38.0,366.0,8.279828690821,1.0,0.21224761156539376,1.0
2747.0,4.0,38.0,366.0,22.0,126.0,-2.9386813785450348,1.0,0.8745823889857015,0.0
2748.0,4.0,22.0,126.0,38.0,366.0,0.6505367041563539,1.0,-0.5911489159321516,1.0
2749.0,4.0,38.0,366.0,22.0,126.0,-5.5461630442315135,1.0,0.0809127053981912,0.0
2750.0,4.0,38.0,366.0,22.0,126.0,-3.349409159969711,1.0,0.9620346227348744,0.0
2751.0,4.0,38.0,366.0,22.0,126.0,-0.4292127602143704,1.0,0.1126617340171406,0.0
2752.0,4.0,38.0,366.0,22.0,126.0,-6.425019545507434,1.0,0.7950790590375783,0.0
2753.0,4.0,22.0,126.0,38.0,366.0,0.4991465733968504,1.0,0.10851140427855308,1.0
2754.0,4.0,38.0,366.0,22.0,126.0,0.8549794806948221,1.0,0.645333502067444,0.0
2755.0,4.0,38.0,366.0,22.0,126.0,-4.234169640553949,1.0,-0.65948591048923,0.0
2756.0,4.0,38.0,366.0,22.0,126.0,-7.240814257056072,1.0,0.39485821047053815,0.0
2757.0,4.0,38.0,366.0,22.0,126.0,-2.8666237101521586,1.0,-0.7101925975563012,0.0
2758.0,4.0,38.0,366.0,22.0,126.0,2.1183176531642944,1.0,-0.3872867969524498,0.0
2759.0,4.0,22.0,126.0,38.0,366.0,-2.9413235787595773,1.0,-2.148528822148485,1.0
2760.0,4.0,22.0,126.0,38.0,366.0,-0.1370687373034798,1.0,-1.1333617621457783,1.0
2761.0,4.0,22.0,126.0,38.0,366.0,-3.817279349794607,1.0,-1.3807947317211633,1.0
2762.0,4.0,22.0,126.0,38.0,366.0,5.742758898270706,1.0,0.2896597415228456,1.0
2763.0,4.0,22.0,126.0,38.0,366.0,2.55440635954368,1.0,-0.6971843406190593,1.0
2764.0,4.0,38.0,366.0,22.0,126.0,-1.8760892857926927,1.0,1.6230030266472002,0.0
2765.0,4.0,38.0,366.0,22.0,126.0,-0.23105202892151555,1.0,-0.10842982755685614,0.0
2766.0,4.0,22.0,126.0,38.0,366.0,4.3046287698581915,1.0,-1.1543582635341572,1.0
2767.0,4.0,22.0,126.0,38.0,366.0,5.453743577006641,1.0,-0.39111148849232175,1.0
2768.0,4.0,38.0,366.0,22.0,126.0,-4.091629976433764,1.0,-0.070272370282923,0.0
2769.0,4.0,38.0,366.0,22.0,126.0,-4.281499859104473,1.0,1.1261502525252465,0.0
2770.0,4.0,22.0,126.0,38.0,366.0,-0.08768516654397555,1.0,-0.13995736663417077,1.0
2771.0,4.0,22.0,126.0,38.0,366.0,-1.6846022794963866,1.0,-1.5715747507577067,1.0
2772.0,4.0,38.0,366.0,22.0,126.0,1.2912686204807267,1.0,0.493408308235632,0.0
2773.0,4.0,22.0,126.0,38.0,366.0,0.4297490396052912,1.0,-1.5522403714518491,1.0
2774.0,4.0,38.0,366.0,22.0,126.0,-3.538656379680622,1.0,1.0959033133090288,0.0
2775.0,4.0,38.0,366.0,22.0,126.0,-4.918564214194544,1.0,0.4878744512336077,0.0
2776.0,4.0,22.0,126.0,38.0,366.0,2.2767206259483266,1.0,-1.047030266126655,1.0
2777.0,4.0,22.0,126.0,38.0,366.0,2.5701234328198046,1.0,-2.443173728100185,1.0
2778.0,4.0,38.0,366.0,22.0,126.0,0.9109484248004507,1.0,0.816353791332678,0.0
2779.0,4.0,22.0,126.0,38.0,366.0,2.9178554910780776,1.0,-0.31414422742122666,1.0
2780.0,4.0,38.0,366.0,22.0,126.0,-5.555134876638357,1.0,-0.9189819164845352,0.0
2781.0,4.0,38.0,366.0,22.0,126.0,0.3044609573299245,1.0,0.07210069028071679,0.0
2782.0,4.0,38.0,366.0,22.0,126.0,-3.116663434348507,1.0,0.9416312449809268,0.0
2783.0,4.0,38.0,366.0,22.0,126.0,3.79469551260352,1.0,0.6300537427353886,0.0
2784.0,4.0,22.0,126.0,38.0,366.0,5.5727420571484645,1.0,-0.6041847336419626,1.0
2785.0,4.0,38.0,366.0,22.0,126.0,0.9999395360481642,1.0,0.24851437883833516,0.0
2786.0,4.0,22.0,126.0,38.0,366.0,3.805538219095744,1.0,-0.9348362637382258,1.0
2787.0,4.0,38.0,366.0,22.0,126.0,-4.538671284464808,1.0,-0.7026391446898355,0.0
2788.0,4.0,38.0,366.0,22.0,126.0,2.5275675969719646,1.0,0.2844101948949762,0.0
2789.0,4.0,38.0,366.0,22.0,126.0,0.8132168729278896,1.0,0.1022457164436267,0.0
2790.0,4.0,38.0,366.0,22.0,126.0,-3.0657186447107785,1.0,1.296888823183438,0.0
2791.0,4.0,22.0,126.0,38.0,366.0,4.2589096936601925,1.0,-0.5415802165733679,1.0
2792.0,4.0,38.0,366.0,22.0,126.0,-1.723338427443807,1.0,0.7773768836271965,0.0
2793.0,4.0,22.0,126.0,38.0,366.0,1.1091665026873612,1.0,-0.8728078677697291,1.0
2794.0,4.0,38.0,366.0,22.0,126.0,1.2117385134392182,1.0,-0.37267042620324,0.0
2795.0,4.0,22.0,126.0,38.0,366.0,-0.922323544884288,1.0,-0.8609157811367747,1.0
2796.0,4.0,38.0,366.0,22.0,126.0,-4.4951815152804055,1.0,-0.43341476318521654,0.0
2797.0,4.0,38.0,366.0,22.0,126.0,-0.7326663842576677,1.0,1.0164606240079215,0.0
2798.0,4.0,38.0,366.0,22.0,126.0,-4.032764584781874,1.0,1.13478696685229,0.0
2799.0,4.0,22.0,126.0,38.0,366.0,3.3073055235598425,1.0,0.12484957349407678,1.0
2800.0,4.0,38.0,366.0,22.0,126.0,3.2098665603273964,1.0,1.2001002633656073,0.0
2801.0,4.0,38.0,366.0,22.0,126.0,1.588126737270769,1.0,1.4648862230047088,0.0
2802.0,4.0,22.0,126.0,38.0,366.0,-0.06536894944434454,1.0,-0.1468192862370796,1.0
2803.0,4.0,38.0,366.0,22.0,126.0,-5.7222307615629315,1.0,-1.284228034610057,0.0
2804.0,4.0,22.0,126.0,38.0,366.0,-0.08078394934006794,1.0,-1.9824932041041659,1.0
2805.0,4.0,38.0,366.0,22.0,126.0,-7.022352999600219,1.0,-0.0007133011324063198,0.0
2806.0,4.0,38.0,366.0,22.0,126.0,-0.32825835013850047,1.0,0.17227639814181406,0.0
2807.0,4.0,38.0,366.0,22.0,126.0,1.4123891130655126,1.0,1.559751648177016,0.0
2808.0,4.0,22.0,126.0,38.0,366.0,-2.435823968351224,1.0,-1.5456329390762042,1.0
2809.0,4.0,38.0,366.0,22.0,126.0,3.186123855930365,1.0,0.5846570847126555,0.0
2810.0,4.0,38.0,366.0,22.0,126.0,2.327037963412702,1.0,1.3334588139388608,0.0
2811.0,4.0,22.0,126.0,38.0,366.0,2.406736811476558,1.0,-0.27886476730631155,1.0
2812.0,4.0,22.0,126.0,38.0,366.0,1.334733347667661,1.0,-2.0498720828583825,1.0
2813.0,4.0,22.0,126.0,38.0,366.0,0.4428826658746989,1.0,-1.145175614243621,1.0
2814.0,4.0,22.0,126.0,38.0,366.0,5.172365743381232,1.0,-0.3599579719580366,1.0
2815.0,4.0,22.0,126.0,38.0,366.0,9.47058427207904,1.0,-0.2768384348224561,1.0
2816.0,4.0,38.0,366.0,22.0,126.0,3.6970459374476543,1.0,0.3700941282118528,0.0
2817.0,4.0,38.0,366.0,22.0,126.0,-6.395521825732539,1.0,0.2661592831916763,0.0
2818.0,4.0,38.0,366.0,22.0,126.0,-5.741495434674013,1.0,-0.29900741903123473,0.0
2819.0,4.0,38.0,366.0,22.0,126.0,-1.705667755938755,1.0,0.6787702284809369,0.0
2820.0,4.0,38.0,366.0,22.0,126.0,-4.5476254942463035,1.0,-0.6682552475155363,0.0
2821.0,4.0,22.0,126.0,38.0,366.0,1.224202788450372,1.0,-1.7142901588625075,1.0
2822.0,4.0,38.0,366.0,22.0,126.0,-3.376621370862087,1.0,0.04905338484417119,0.0
2823.0,4.0,22.0,126.0,38.0,366.0,7.305993638506835,1.0,0.7343178061584411,1.0
2824.0,4.0,38.0,366.0,22.0,126.0,3.571940180836311,1.0,0.632005040961522,0.0
2825.0,4.0,38.0,366.0,22.0,126.0,1.7612367918376015,1.0,0.03660597456895343,0.0
2826.0,4.0,22.0,126.0,38.0,366.0,-3.4151574685868593,1.0,-2.0011688242811307,1.0
2827.0,4.0,22.0,126.0,38.0,366.0,1.936986513108065,1.0,-0.9501023357750388,1.0
2828.0,4.0,22.0,126.0,38.0,366.0,-1.407458533030187,1.0,-0.4037351789426872,1.0
2829.0,4.0,38.0,366.0,22.0,126.0,-4.887067114195457,1.0,0.4802032540166458,0.0
2830.0,4.0,22.0,126.0,38.0,366.0,2.0285073592953733,1.0,-0.3743283010158837,1.0
2831.0,4.0,38.0,366.0,22.0,126.0,4.522334432928203,1.0,0.8968699965262085,0.0
2832.0,4.0,38.0,366.0,22.0,126.0,2.2780164793558604,1.0,1.3245458876070924,0.0
2833.0,4.0,38.0,366.0,22.0,126.0,-4.864600303388896,1.0,-0.5581859839070429,0.0
2834.0,4.0,22.0,126.0,38.0,366.0,0.45216757204505953,1.0,-1.232750529668135,1.0
2835.0,4.0,38.0,366.0,22.0,126.0,-4.692258150945225,1.0,0.7747214462197218,0.0
2836.0,4.0,38.0,366.0,22.0,126.0,-0.6070460838598778,1.0,0.036052103188603454,0.0
2837.0,4.0,38.0,366.0,22.0,126.0,-0.8933357365416102,1.0,0.3268351158214645,0.0
2838.0,4.0,22.0,126.0,38.0,366.0,-7.480521193294052,1.0,-1.1598373878334471,1.0
2839.0,4.0,38.0,366.0,22.0,126.0,-6.053392217533371,1.0,-0.39816639218422184,0.0
2840.0,4.0,22.0,126.0,38.0,366.0,3.3696008597923086,1.0,-0.767115676099625,1.0
2841.0,4.0,38.0,366.0,22.0,126.0,-9.990534225649963,1.0,1.9227287785416252,0.0
2842.0,4.0,38.0,366.0,22.0,126.0,0.6737467631642688,1.0,0.22596677132793527,0.0
2843.0,4.0,22.0,126.0,38.0,366.0,0.9009796916720756,1.0,-1.884798856771154,1.0
2844.0,4.0,38.0,366.0,22.0,126.0,0.33504581805538525,1.0,-0.20262459561526508,0.0
2845.0,4.0,38.0,366.0,22.0,126.0,1.0273878197338167,1.0,0.8371438012442106,0.0
2846.0,4.0,38.0,366.0,22.0,126.0,-2.0089785652642727,1.0,0.08666116250420965,0.0
2847.0,4.0,22.0,126.0,38.0,366.0,-6.935253266619739,1.0,-2.0052075970973973,1.0
2848.0,4.0,22.0,126.0,38.0,366.0,-2.8867720630267977,1.0,-1.8240413125213901,1.0
2849.0,4.0,38.0,366.0,22.0,126.0,-2.342918482913916,1.0,0.5799735363834105,0.0
2850.0,4.0,38.0,366.0,22.0,126.0,-6.4432554843801935,1.0,-0.14497642094894717,0.0
2851.0,4.0,22.0,126.0,38.0,366.0,6.333400397815287,1.0,0.1736350014910104,1.0
2852.0,4.0,38.0,366.0,22.0,126.0,0.02590947467592375,1.0,0.4521402195739785,0.0
2853.0,4.0,38.0,366.0,22.0,126.0,-6.026848517051317,1.0,0.1167544837872985,0.0
2854.0,4.0,38.0,366.0,22.0,126.0,-1.2309158266902291,1.0,0.24553751309938,0.0
2855.0,4.0,38.0,366.0,22.0,126.0,0.19751370566849144,1.0,0.5878364175085713,0.0
2856.0,4.0,22.0,126.0,38.0,366.0,0.9007226761085786,1.0,-2.030695954918961,1.0
2857.0,4.0,22.0,126.0,38.0,366.0,3.0411506376213375,1.0,-0.3502987693958042,1.0
2858.0,4.0,22.0,126.0,38.0,366.0,-1.0986418622618872,1.0,-2.0758863362552358,1.0
2859.0,4.0,22.0,126.0,38.0,366.0,-1.8382269918603482,1.0,-1.1481170086977048,1.0
2860.0,4.0,38.0,366.0,22.0,126.0,-5.183408348067468,1.0,1.7892864839007687,0.0
2861.0,4.0,22.0,126.0,38.0,366.0,0.4576482099914608,1.0,-2.744473003200639,1.0
2862.0,4.0,38.0,366.0,22.0,126.0,-2.363121670913918,1.0,0.1569376892304401,0.0
2863.0,4.0,22.0,126.0,38.0,366.0,-0.3364833972773957,1.0,-0.930244739441222,1.0
2864.0,4.0,22.0,126.0,38.0,366.0,-0.12996092706759244,1.0,-0.6939942742755616,1.0
2865.0,4.0,22.0,126.0,38.0,366.0,4.612836521077151,1.0,0.418511865904582,1.0
2866.0,4.0,38.0,366.0,22.0,126.0,-2.5479795370467806,1.0,-0.38353240001781247,0.0
2867.0,4.0,22.0,126.0,38.0,366.0,5.0351015106872286,1.0,-0.4190836305536662,1.0
2868.0,4.0,22.0,126.0,38.0,366.0,0.13444174138196477,1.0,-1.9951487662036012,1.0
2869.0,4.0,22.0,126.0,38.0,366.0,1.5539853848112515,1.0,-1.4089288270025473,1.0
2870.0,4.0,38.0,366.0,22.0,126.0,-2.569772045022817,1.0,-0.3272422288375969,0.0
2871.0,4.0,38.0,366.0,22.0,126.0,-2.001604449804758,1.0,1.0705053728063305,0.0
2872.0,4.0,22.0,126.0,38.0,366.0,-0.9545763671276769,1.0,-1.1063566375542506,1.0
2873.0,4.0,22.0,126.0,38.0,366.0,5.885908827944869,1.0,-1.3365380213067601,1.0
2874.0,4.0,38.0,366.0,22.0,126.0,0.16492512340738105,1.0,0.11124353749630957,0.0
2875.0,4.0,22.0,126.0,38.0,366.0,9.594903631141543,1.0,-0.033409725780876816,1.0
2876.0,4.0,22.0,126.0,38.0,366.0,-0.3629237166518229,1.0,-1.1893354487983159,1.0
2877.0,4.0,38.0,366.0,22.0,126.0,2.2585571097551784,1.0,0.3400512404025326,0.0
2878.0,4.0,22.0,126.0,38.0,366.0,-1.4134241443590738,1.0,-0.8171571691376376,1.0
2879.0,4.0,38.0,366.0,22.0,126.0,7.871565124245753,1.0,2.0170069223890312,0.0
2880.0,4.0,22.0,126.0,38.0,366.0,4.516543935265455,1.0,-0.41845803272108006,1.0
2881.0,4.0,22.0,126.0,38.0,366.0,7.796781217504979,1.0,0.17589355108233143,1.0
2882.0,4.0,22.0,126.0,38.0,366.0,5.778423052745276,1.0,-0.47447887926271526,1.0
2883.0,4.0,22.0,126.0,38.0,366.0,-3.8873788040089026,1.0,-2.7474165957412993,1.0
2884.0,4.0,22.0,126.0,38.0,366.0,5.32489507033449,1.0,-0.03594477330656805,1.0
2885.0,4.0,38.0,366.0,22.0,126.0,-7.029554032769502,1.0,-0.1828416580912036,0.0
2886.0,4.0,38.0,366.0,22.0,126.0,2.967424141279812,1.0,0.587953111722375,0.0
2887.0,4.0,22.0,126.0,38.0,366.0,0.2008992654491484,1.0,-0.9090461993124191,1.0
2888.0,4.0,38.0,366.0,22.0,126.0,-6.560425844847407,1.0,-0.41297509673649313,0.0
2889.0,4.0,38.0,366.0,22.0,126.0,-5.426628103550068,1.0,2.4837275307818723,0.0
2890.0,4.0,38.0,366.0,22.0,126.0,4.047120553851978,1.0,0.19071042184343656,0.0
2891.0,4.0,38.0,366.0,22.0,126.0,1.1266542210629034,1.0,0.2153240847566568,0.0
2892.0,4.0,22.0,126.0,38.0,366.0,0.37862103547367726,1.0,-1.8369944790402257,1.0
2893.0,4.0,22.0,126.0,38.0,366.0,5.6006599970210695,1.0,0.26957305020110245,1.0
2894.0,4.0,38.0,366.0,22.0,126.0,-2.7211617659865537,1.0,0.46164010051317234,0.0
2895.0,4.0,22.0,126.0,38.0,366.0,1.604022286211264,1.0,-1.7976635688724487,1.0
2896.0,4.0,38.0,366.0,22.0,126.0,5.254923173303407,1.0,1.7439951972623517,0.0
2897.0,4.0,38.0,366.0,22.0,126.0,5.642204650555617,1.0,0.6798127742586827,0.0
2898.0,4.0,38.0,366.0,22.0,126.0,-4.722788586910271,1.0,1.2623327067959318,0.0
2899.0,4.0,38.0,366.0,22.0,126.0,-9.656643806080687,1.0,0.5350041286972638,0.0
2900.0,4.0,22.0,126.0,38.0,366.0,2.9327805072267505,1.0,-2.1652885221517466,1.0
2901.0,4.0,22.0,126.0,38.0,366.0,3.6094050217449056,1.0,-0.7186549064769745,1.0
2902.0,4.0,22.0,126.0,38.0,366.0,5.906956900479503,1.0,-0.9622997735583017,1.0
2903.0,4.0,38.0,366.0,22.0,126.0,1.7591683850487694,1.0,0.29557463091114156,0.0
2904.0,4.0,38.0,366.0,22.0,126.0,2.3573503207361775,1.0,0.6172480036007935,0.0
2905.0,4.0,38.0,366.0,22.0,126.0,4.626500342757737,1.0,0.7564639228447966,0.0
2906.0,4.0,38.0,366.0,22.0,126.0,-0.3581301516284396,1.0,1.6823930105801126,0.0
2907.0,4.0,22.0,126.0,38.0,366.0,1.0063684285986165,1.0,-0.2127273052982044,1.0
2908.0,4.0,38.0,366.0,22.0,126.0,-3.548364939156364,1.0,-0.2391222637593212,0.0
2909.0,4.0,22.0,126.0,38.0,366.0,-1.531548988826709,1.0,-1.315193974984999,1.0
2910.0,4.0,38.0,366.0,22.0,126.0,-0.7481537650310311,1.0,-0.09659310588325694,0.0
2911.0,4.0,38.0,366.0,22.0,126.0,-1.878353262104859,1.0,-0.15540014281965409,0.0
2912.0,4.0,38.0,366.0,22.0,126.0,-12.14201326608558,1.0,1.1548027840351027,0.0
2913.0,4.0,22.0,126.0,38.0,366.0,2.3650037311423646,1.0,-2.0018767829982558,1.0
2914.0,4.0,38.0,366.0,22.0,126.0,0.8633280157194804,1.0,0.05014590070277222,0.0
2915.0,4.0,38.0,366.0,22.0,126.0,-0.8468078551371581,1.0,1.3198895902767473,0.0
2916.0,4.0,38.0,366.0,22.0,126.0,-10.129061884053243,1.0,-0.5316226409533633,0.0
2917.0,4.0,38.0,366.0,22.0,126.0,1.710537703425801,1.0,0.31701775066746135,0.0
2918.0,4.0,38.0,366.0,22.0,126.0,4.869331815377843,1.0,1.6713055696713888,0.0
2919.0,4.0,22.0,126.0,38.0,366.0,5.679811311980764,1.0,-0.5455600530616083,1.0
2920.0,4.0,38.0,366.0,22.0,126.0,-2.119039886476915,1.0,0.9430871134076052,0.0
2921.0,4.0,38.0,366.0,22.0,126.0,5.739401794166913,1.0,0.5659856368375469,0.0
2922.0,4.0,38.0,366.0,22.0,126.0,-6.23521043737626,1.0,-1.2032574470285426,0.0
2923.0,4.0,38.0,366.0,22.0,126.0,-0.28763022749217254,1.0,0.14283207919009958,0.0
2924.0,4.0,38.0,366.0,22.0,126.0,3.407941744548687,1.0,1.9436785692119427,0.0
2925.0,4.0,38.0,366.0,22.0,126.0,2.0209350744735586,1.0,0.7555624178574729,0.0
2926.0,4.0,38.0,366.0,22.0,126.0,-4.086886954683719,1.0,0.7757365062493912,0.0
2927.0,4.0,38.0,366.0,22.0,126.0,2.0743367134042496,1.0,0.6667031702435314,0.0
2928.0,4.0,22.0,126.0,38.0,366.0,-1.1411874388688261,1.0,-0.9967859710155272,1.0
2929.0,4.0,22.0,126.0,38.0,366.0,3.262199602086611,1.0,-0.5338740880024087,1.0
2930.0,4.0,38.0,366.0,22.0,126.0,3.2674531537901785,1.0,1.0441028229030815,0.0
2931.0,4.0,38.0,366.0,22.0,126.0,-1.5083794558189172,1.0,0.4306430557442719,0.0
2932.0,4.0,22.0,126.0,38.0,366.0,1.5595129676285984,1.0,-0.990671877422993,1.0
2933.0,4.0,38.0,366.0,22.0,126.0,3.3137465121311593,1.0,0.6882218983469307,0.0
2934.0,4.0,22.0,126.0,38.0,366.0,-2.371692059990842,1.0,-0.675301342581034,1.0
2935.0,4.0,38.0,366.0,22.0,126.0,3.958926409990125,1.0,0.8365846739820926,0.0
2936.0,4.0,38.0,366.0,22.0,126.0,4.6196262057754875,1.0,0.7669990625734444,0.0
2937.0,4.0,22.0,126.0,38.0,366.0,1.6136685635997228,1.0,-1.100509548923758,1.0
2938.0,4.0,22.0,126.0,38.0,366.0,3.282432553727054,1.0,-0.5031562598601453,1.0
2939.0,4.0,38.0,366.0,22.0,126.0,-1.812916264525324,1.0,0.029246428583044153,0.0
2940.0,4.0,22.0,126.0,38.0,366.0,5.351257278063323,1.0,0.4299208805955,1.0
2941.0,4.0,38.0,366.0,22.0,126.0,-6.445380977767352,1.0,-0.04211278651084466,0.0
2942.0,4.0,38.0,366.0,22.0,126.0,3.154223559008887,1.0,1.5369669374118304,0.0
2943.0,4.0,38.0,366.0,22.0,126.0,-3.9326014178159743,1.0,-0.12629009018943702,0.0
2944.0,4.0,22.0,126.0,38.0,366.0,10.997270457721973,1.0,-0.1201776381539604,1.0
2945.0,4.0,38.0,366.0,22.0,126.0,-4.267463519034998,1.0,-0.48454046055051064,0.0
2946.0,4.0,38.0,366.0,22.0,126.0,2.2090725708477135,1.0,-0.2178614183278525,0.0
2947.0,4.0,22.0,126.0,38.0,366.0,0.9833952206413725,1.0,-1.304315960377333,1.0
2948.0,4.0,38.0,366.0,22.0,126.0,-4.428189710864575,1.0,0.8926730690401412,0.0
2949.0,4.0,38.0,366.0,22.0,126.0,-8.455717699405382,1.0,1.6943568796545063,0.0
2950.0,4.0,38.0,366.0,22.0,126.0,2.269826817948052,1.0,1.435628080228241,0.0
2951.0,4.0,38.0,366.0,22.0,126.0,-1.655554518123735,1.0,-0.2587661827551603,0.0
